y,w
0.20965125,-0.10815038093859614
0.4625475,-0.8364612787523188
0.04816875,-1.0306688783642093
0.07911375,-1.23783783344474
0.189305,-0.9920488164609097
0.12165875,-0.2839939579649284
0.18223625000000002,0.3314453812109406
0.18767375,-0.35082366765038325
0.24772624999999998,0.7148343215798136
0.33801625,-0.3336923364603652
0.2095675,-0.45017056946585243
0.08398125000000001,0.16695177856130192
0.27345125000000003,0.7017186309398
0.16883,0.23839400734757432
0.11882250000000001,-1.2041232411622544
0.16321625,-0.048913405233115374
0.1289025,0.5170737240969016
0.47294375,-0.6385134950459742
0.18275,0.14652694070857705
0.25915,-0.31512334900892347
0.1356,-0.8494923639370926
0.14312625,-0.3128931103939061
0.23631375,1.0630870417404263
0.19074000000000002,-0.030205791531227377
0.19253,0.17943742740154237
0.26826,0.47195129252304463
0.262515,0.9390352538690131
0.15817875,0.028562219933002304
0.16200625,-0.006357270882529316
0.12855625,0.21387016032495343
0.32679874999999997,-0.042671860249920035
0.29700875000000004,-0.32990682731946097
0.21259999999999998,0.15113074813935845
0.119005,-0.3494642037189422
0.34483125000000003,0.8359457262300375
0.12614375,0.40648923551510374
0.32464499999999996,-0.10453816898920514
0.15746125,-0.06130357671966421
0.27005375,0.39253075943744475
0.20577875,0.07949619468202355
0.13161375,-0.0730864047819116
0.14471125,-0.7910159548824754
0.17080125000000002,-0.2500078550930292
0.11325375,-0.5535035709400157
0.10194,-0.17610222391266592
0.205965,-0.620227903467626
0.10188875,-0.24777434115647975
0.33365875,0.078274002314623
0.15068,0.043140401191287814
0.17712250000000002,0.07509741687408138
0.1051275,-0.15162692078051815
0.14992875,-0.15151775879228122
0.394775,0.4157043696917026
0.11872875000000001,0.12067005418472147
0.11616375,0.007071277679781292
0.20292125,-0.29783998262347994
0.20618,-0.40144836990870214
0.08211249999999999,-0.8556838407190841
0.25606375000000003,-0.47266330992806366
0.24185749999999998,1.0135008568539003
0.29692124999999997,-0.7404471058964631
0.129135,-0.39221090903478634
0.12847625,0.3072892286035836
0.20549125000000001,0.5289615384321336
0.23382,-0.23457776826000312
0.210375,0.8988806568836792
0.13367250000000003,-0.3416552199550065
0.2415375,-0.47213481945801217
0.21985125,0.3049997834272994
0.12268875,0.4631587440119304
0.15347624999999998,1.0602408235764207
0.17465625,0.7322984584421773
0.19237625,0.7637674855088892
0.16840875,-0.2262670405271231
0.20943875,0.5190457849360729
0.14775749999999999,0.3222282211019822
0.29194125000000004,-0.2797537495931392
0.37354000000000004,0.18759922513180427
0.15560125,-0.14363145411151348
0.15867875,-0.11335345085917288
0.38292000000000004,-0.194082905670943
0.23626,0.03628629702759839
0.22072375,-1.1762693729572846
0.16403375,0.2116739287149534
0.144945,0.1675334193854403
0.17681625,-0.7051489712134966
0.21696375,0.09705039384515428
0.835525,0.47255194886051505
0.23439875000000002,-0.014540214272979126
0.19430375,0.7083598591938353
0.22054625,-0.38677150914883063
0.16915125,0.21388659006632407
0.21713125,1.4921562956214007
0.18237875,1.057252848428648
0.2131825,0.6887150112674502
0.5381849999999999,1.4320577395564749
0.19929249999999998,0.11434708708987774
0.25070625,-0.2081566934269031
0.30759,0.41017402749259363
0.22036375,0.3848027423420228
0.08411125,-1.340534169706636
0.1312275,0.1521909989450114
0.1696975,-0.30522983784135826
0.291625,-0.3394200974319607
0.42348874999999997,0.377203264388609
0.14403125,-0.8004785855909651
0.09404125,-1.378075858012324
0.24838,0.3066619556407195
0.2328225,0.290156859306724
0.11724,-0.8034467426616282
0.1377525,-0.7392073144879078
0.10404375,-0.9814163601831
0.14042125,-0.32689771522340716
0.16577375,0.04456624753939842
0.23673375,1.5751616598175113
0.27638375000000004,0.3726554305584379
0.3722325,-0.7220321496216422
0.20635499999999998,-0.022371026257328064
0.23372,0.6639211495946004
0.1946875,0.5535117679296823
0.30758625,-0.10367891537381395
0.10476375,0.04013660326262663
0.13419124999999998,-0.9794059604496362
0.07845624999999999,-0.8282927818919353
0.21463625,-0.5778713339335003
0.07933499999999999,-0.6839651987360217
0.14286000000000001,-0.4731710364578974
0.15525375,0.09186565080649454
0.220505,0.40022989929035147
0.14600125,-0.4051355490776185
0.249065,1.211947717371115
0.15638249999999998,-0.24756052356024036
0.20188625,-0.042368579204817715
0.24206875,-0.5276576192733327
0.20516375,-1.5110839580709687
0.23185499999999998,0.5156022779506916
0.172715,0.419965749518137
0.1717525,-1.450431060627962
0.45790375,-1.1386050175892624
0.2269175,-0.6576400915141393
0.2145625,-0.3512411789521537
0.2270075,0.10729948226683528
0.1724275,0.996192230808267
0.20625749999999998,0.9804989404989324
0.12067874999999999,0.5355850613156717
0.21716999999999997,-0.2989547364191411
0.1762525,-0.39462727551622817
0.17586125000000002,0.45809449132689845
0.18229499999999998,0.27535067973159105
0.10234375,-1.3101636682027225
0.168845,-0.09341174135532111
0.15575125,-0.2687626461614431
0.16744874999999998,-0.9054053202551117
0.14467625,0.31421803970551676
0.17191125,0.4661365945814772
0.5698312499999999,1.660271072800778
0.24188749999999998,-0.4871934252356864
0.132055,-0.9210425447346909
0.198305,0.42239961301097323
0.06839375,-0.35097847088959694
0.2250375,-0.4649705795555054
0.3765925,0.73613017139572
0.29291875,-0.5034392264826696
0.2173525,0.13698539726652084
0.1840475,-0.19276809659364091
0.16683625000000002,-0.39575823032252605
0.08333,0.5672618900469116
0.21431375,1.5606540961445903
0.1500825,1.5244818527471284
0.13270375,0.16160995464019343
0.18894999999999998,0.015143733646717358
0.19545375,-0.43926200933808546
0.08915125,-0.3051149217177857
0.3724375,0.360513503222544
0.1923875,-0.33451914956010304
0.22776125,0.647666588834316
0.17986000000000002,0.6088436916839726
0.268495,-0.4492727185281781
0.13558,-0.3127134236554225
0.17569625,-0.15143476992738164
0.13162625,1.027231872794595
0.13779750000000002,0.27256760023736487
0.19693875,0.386221102551821
0.17025125,-0.11523239094514885
0.21984375,-0.1116016178420487
0.10680374999999999,-0.616929087851354
0.28978375,0.150677813246088
0.16204375,-0.6012073932838923
0.0897425,-0.7010609613293055
0.16500874999999998,0.22259728645519747
0.11619875,-1.2208965647999934
0.10395874999999999,-0.5497023289537406
0.15831625,-0.6848074844188495
0.11019,-0.12354636865278083
0.19829,0.1167378596484487
0.22653125,0.9457329144334118
0.10442749999999999,0.9840376373952284
0.2627525,-0.9030742013335278
0.28246875,0.08678786974441295
0.11179375,-0.07041373347760707
0.2442625,0.6512151813683597
0.0511825,-0.8223234536788624
0.15913249999999998,0.19692826583920017
0.25627125,-0.44571805407705106
0.27249124999999996,-0.5504843950615804
0.14317625,0.1173537715530943
0.15678875,0.18935157026015795
0.16894625,-0.09977177466348526
0.11583375,-0.07109330694254241
0.3880325,0.5767638580050483
0.235595,-0.27409509232770374
0.1129,-1.0936652669388822
0.20317875000000002,0.05025782881884685
0.08048999999999999,-0.217434903856485
0.170935,0.21153928829350735
0.19690749999999999,0.84933558675696
0.1917325,0.06650452700193558
0.19256,0.5361312496079343
0.53038125,0.2455597776246117
0.2147725,-0.1599146143801287
0.14604750000000002,0.07704869609474731
0.29058125,-0.031549157279952576
0.14807749999999997,0.1102873239528704
0.06695000000000001,-1.049989038238621
0.37865750000000004,1.323433511279202
0.24517375000000002,0.5979749045475826
0.25958625,-0.4374006600640261
0.20364625,-0.07222666796775923
0.0997825,-1.0930941335632038
0.21648625000000002,1.7497084757445835
0.15026124999999999,-0.4649879325508946
0.19484125,-1.0039183385669381
0.2572025,0.6380646185764154
0.3855825,-0.15712404620852916
0.23515,0.4442380433828963
0.12933875,-1.1384188292720785
0.20544125,0.5668680603664872
0.41096,0.7204442268854908
0.07463125,0.32384671638998436
0.27520875,-0.7196864394538065
0.24622375,0.4529935117146355
0.30276125000000004,1.3481906566086401
0.07512,0.2849835493291455
0.10286125,-0.33614039026567794
0.11334125,-0.11521256364451922
0.20581875,-0.14887657311910305
0.3255625,0.8413338118754347
0.2239525,-0.05059817333423955
0.18862874999999998,0.5187193942360252
0.10552125,-0.3865003324531728
0.14350625,0.3425427585157945
0.21844375,1.5504087816717564
0.17907499999999998,-0.3610310645572776
0.19057125,-0.5088617515501381
0.15164875,-0.3472645593268562
0.18693125,0.2948295878725877
0.20708500000000002,-0.3434084936869983
0.15844,-0.20285014659258996
0.127675,-0.07759231317426003
0.16631,0.7814688007601425
0.15710875,-0.5075257600233815
0.18209625,0.10124383087347562
0.105735,0.08162994753219863
0.08979375,1.8760814422507497
0.16322625,-0.2883986873730247
0.2015875,-1.0714765810709155
0.14043875,-1.2126192901436108
0.17560874999999998,0.4499134737114135
0.21142750000000002,2.079686577991174
0.17912,-0.05665195260865994
0.21134999999999998,0.6243972487798751
